league,season,date,home_team,away_team,home_goals,away_goals,status,source_updated_at
bundesliga,2627,2026-12-12 20:00:00,TSG Hoffenheim,Bayern Munich,,,scheduled,2026-09-02 13:59:05.928401+00:00
bundesliga,2627,2026-12-12 20:00:00,VfB Stuttgart,1. FC Union Berlin,,,scheduled,2026-09-02 13:59:05.928401+00:00
bundesliga,2627,2026-12-12 20:00:00,Werder Bremen,Bayer Leverkusen,,,scheduled,2026-09-02 13:59:05.928401+00:00
bundesliga,2627,2026-12-19 20:00:00,1. FC Union Berlin,TSG Hoffenheim,,,scheduled,2026-09-02 13:59:05.928401+00:00
bundesliga,2627,2026-12-19 20:00:00,Bayer Leverkusen,Eintracht Frankfurt,,,scheduled,2026-09-02 13:59:05.928401+00:00
bundesliga,2627,2026-12-19 20:00:00,Bayern Munich,Werder Bremen,,,scheduled,2026-09-02 13:59:05.928401+00:00
bundesliga,2627,2026-12-19 20:00:00,FC Augsburg,SC Paderborn 07,,,scheduled,2026-09-02 13:59:05.928401+00:00
bundesliga,2627,2026-12-19 20:00:00,Mainz,FC Cologne,,,scheduled,2026-09-02 13:59:05.928401+00:00
bundesliga,2627,2026-12-19 20:00:00,RB Leipzig,Borussia Dortmund,,,scheduled,2026-09-02 13:59:05.928401+00:00
bundesliga,2627,2026-12-19 20:00:00,SC Freiburg,VfB Stuttgart,,,scheduled,2026-09-02 13:59:05.928401+00:00
bundesliga,2627,2026-12-19 20:00:00,SV Elversberg,Hamburg SV,,,scheduled,2026-09-02 13:59:05.928401+00:00
bundesliga,2627,2026-12-19 20:00:00,Schalke 04,Borussia Mönchengladbach,,,scheduled,2026-09-02 13:59:05.928401+00:00
bundesliga,2627,2027-01-09 20:00:00,Borussia Dortmund,Mainz,,,scheduled,2026-09-02 13:59:05.928401+00:00
bundesliga,2627,2027-01-09 20:00:00,Borussia Mönchengladbach,Bayern Munich,,,scheduled,2026-09-02 13:59:05.928401+00:00
bundesliga,2627,2027-01-09 20:00:00,Eintracht Frankfurt,Schalke 04,,,scheduled,2026-09-02 13:59:05.928401+00:00
bundesliga,2627,2027-01-09 20:00:00,FC Cologne,SC Freiburg,,,scheduled,2026-09-02 13:59:05.928401+00:00
bundesliga,2627,2027-01-09 20:00:00,Hamburg SV,Bayer Leverkusen,,,scheduled,2026-09-02 13:59:05.928401+00:00
bundesliga,2627,2027-01-09 20:00:00,SC Paderborn 07,RB Leipzig,,,scheduled,2026-09-02 13:59:05.928401+00:00
bundesliga,2627,2027-01-09 20:00:00,TSG Hoffenheim,SV Elversberg,,,scheduled,2026-09-02 13:59:05.928401+00:00
bundesliga,2627,2027-01-09 20:00:00,VfB Stuttgart,FC Augsburg,,,scheduled,2026-09-02 13:59:05.928401+00:00
bundesliga,2627,2027-01-09 20:00:00,Werder Bremen,1. FC Union Berlin,,,scheduled,2026-09-02 13:59:05.928401+00:00
bundesliga,2627,2027-01-13 20:00:00,1. FC Union Berlin,SC Paderborn 07,,,scheduled,2026-09-02 13:59:05.928401+00:00
bundesliga,2627,2027-01-13 20:00:00,Bayern Munich,Bayer Leverkusen,,,scheduled,2026-09-02 13:59:05.928401+00:00
bundesliga,2627,2027-01-13 20:00:00,FC Augsburg,Borussia Mönchengladbach,,,scheduled,2026-09-02 13:59:05.928401+00:00
bundesliga,2627,2027-01-13 20:00:00,FC Cologne,Borussia Dortmund,,,scheduled,2026-09-02 13:59:05.928401+00:00
bundesliga,2627,2027-01-13 20:00:00,Mainz,TSG Hoffenheim,,,scheduled,2026-09-02 13:59:05.928401+00:00
bundesliga,2627,2027-01-13 20:00:00,RB Leipzig,VfB Stuttgart,,,scheduled,2026-09-02 13:59:05.928401+00:00
bundesliga,2627,2027-01-13 20:00:00,SC Freiburg,Hamburg SV,,,scheduled,2026-09-02 13:59:05.928401+00:00
bundesliga,2627,2027-01-13 20:00:00,SV Elversberg,Eintracht Frankfurt,,,scheduled,2026-09-02 13:59:05.928401+00:00
bundesliga,2627,2027-01-13 20:00:00,Schalke 04,Werder Bremen,,,scheduled,2026-09-02 13:59:05.928401+00:00
bundesliga,2627,2027-01-16 20:00:00,Bayer Leverkusen,Schalke 04,,,scheduled,2026-09-02 13:59:05.928401+00:00
bundesliga,2627,2027-01-16 20:00:00,Borussia Dortmund,SC Freiburg,,,scheduled,2026-09-02 13:59:05.928401+00:00
bundesliga,2627,2027-01-16 20:00:00,Borussia Mönchengladbach,1. FC Union Berlin,,,scheduled,2026-09-02 13:59:05.928401+00:00
bundesliga,2627,2027-01-16 20:00:00,Eintracht Frankfurt,Bayern Munich,,,scheduled,2026-09-02 13:59:05.928401+00:00
bundesliga,2627,2027-01-16 20:00:00,Hamburg SV,FC Augsburg,,,scheduled,2026-09-02 13:59:05.928401+00:00
bundesliga,2627,2027-01-16 20:00:00,SC Paderborn 07,FC Cologne,,,scheduled,2026-09-02 13:59:05.928401+00:00
bundesliga,2627,2027-01-16 20:00:00,TSG Hoffenheim,RB Leipzig,,,scheduled,2026-09-02 13:59:05.928401+00:00
bundesliga,2627,2027-01-16 20:00:00,VfB Stuttgart,Mainz,,,scheduled,2026-09-02 13:59:05.928401+00:00
bundesliga,2627,2027-01-16 20:00:00,Werder Bremen,SV Elversberg,,,scheduled,2026-09-02 13:59:05.928401+00:00
bundesliga,2627,2027-01-23 20:00:00,Bayer Leverkusen,SV Elversberg,,,scheduled,2026-09-02 13:59:05.928401+00:00
bundesliga,2627,2027-01-23 20:00:00,Borussia Mönchengladbach,RB Leipzig,,,scheduled,2026-09-02 13:59:05.928401+00:00
bundesliga,2627,2027-01-23 20:00:00,Eintracht Frankfurt,1. FC Union Berlin,,,scheduled,2026-09-02 13:59:05.928401+00:00
bundesliga,2627,2027-01-23 20:00:00,Hamburg SV,Borussia Dortmund,,,scheduled,2026-09-02 13:59:05.928401+00:00
bundesliga,2627,2027-01-23 20:00:00,SC Paderborn 07,Mainz,,,scheduled,2026-09-02 13:59:05.928401+00:00
bundesliga,2627,2027-01-23 20:00:00,Schalke 04,FC Augsburg,,,scheduled,2026-09-02 13:59:05.928401+00:00
bundesliga,2627,2027-01-23 20:00:00,TSG Hoffenheim,FC Cologne,,,scheduled,2026-09-02 13:59:05.928401+00:00
bundesliga,2627,2027-01-23 20:00:00,VfB Stuttgart,Bayern Munich,,,scheduled,2026-09-02 13:59:05.928401+00:00
bundesliga,2627,2027-01-23 20:00:00,Werder Bremen,SC Freiburg,,,scheduled,2026-09-02 13:59:05.928401+00:00
bundesliga,2627,2027-01-30 20:00:00,1. FC Union Berlin,Bayer Leverkusen,,,scheduled,2026-09-02 13:59:05.928401+00:00
bundesliga,2627,2027-01-30 20:00:00,Bayern Munich,Schalke 04,,,scheduled,2026-09-02 13:59:05.928401+00:00
bundesliga,2627,2027-01-30 20:00:00,Borussia Dortmund,TSG Hoffenheim,,,scheduled,2026-09-02 13:59:05.928401+00:00
bundesliga,2627,2027-01-30 20:00:00,FC Augsburg,Eintracht Frankfurt,,,scheduled,2026-09-02 13:59:05.928401+00:00
bundesliga,2627,2027-01-30 20:00:00,FC Cologne,VfB Stuttgart,,,scheduled,2026-09-02 13:59:05.928401+00:00
bundesliga,2627,2027-01-30 20:00:00,Mainz,Hamburg SV,,,scheduled,2026-09-02 13:59:05.928401+00:00
bundesliga,2627,2027-01-30 20:00:00,RB Leipzig,Werder Bremen,,,scheduled,2026-09-02 13:59:05.928401+00:00
bundesliga,2627,2027-01-30 20:00:00,SC Freiburg,SC Paderborn 07,,,scheduled,2026-09-02 13:59:05.928401+00:00
bundesliga,2627,2027-01-30 20:00:00,SV Elversberg,Borussia Mönchengladbach,,,scheduled,2026-09-02 13:59:05.928401+00:00
bundesliga,2627,2027-02-06 20:00:00,Bayer Leverkusen,FC Augsburg,,,scheduled,2026-09-02 13:59:05.928401+00:00
bundesliga,2627,2027-02-06 20:00:00,Bayern Munich,SV Elversberg,,,scheduled,2026-09-02 13:59:05.928401+00:00
bundesliga,2627,2027-02-06 20:00:00,Borussia Mönchengladbach,SC Freiburg,,,scheduled,2026-09-02 13:59:05.928401+00:00
bundesliga,2627,2027-02-06 20:00:00,Eintracht Frankfurt,Mainz,,,scheduled,2026-09-02 13:59:05.928401+00:00
bundesliga,2627,2027-02-06 20:00:00,Hamburg SV,RB Leipzig,,,scheduled,2026-09-02 13:59:05.928401+00:00
bundesliga,2627,2027-02-06 20:00:00,SC Paderborn 07,Borussia Dortmund,,,scheduled,2026-09-02 13:59:05.928401+00:00
bundesliga,2627,2027-02-06 20:00:00,Schalke 04,1. FC Union Berlin,,,scheduled,2026-09-02 13:59:05.928401+00:00
bundesliga,2627,2027-02-06 20:00:00,VfB Stuttgart,TSG Hoffenheim,,,scheduled,2026-09-02 13:59:05.928401+00:00
bundesliga,2627,2027-02-06 20:00:00,Werder Bremen,FC Cologne,,,scheduled,2026-09-02 13:59:05.928401+00:00
bundesliga,2627,2027-02-13 20:00:00,1. FC Union Berlin,Bayern Munich,,,scheduled,2026-09-02 13:59:05.928401+00:00
bundesliga,2627,2027-02-13 20:00:00,Borussia Dortmund,VfB Stuttgart,,,scheduled,2026-09-02 13:59:05.928401+00:00
bundesliga,2627,2027-02-13 20:00:00,FC Augsburg,Werder Bremen,,,scheduled,2026-09-02 13:59:05.928401+00:00
bundesliga,2627,2027-02-13 20:00:00,FC Cologne,Hamburg SV,,,scheduled,2026-09-02 13:59:05.928401+00:00
bundesliga,2627,2027-02-13 20:00:00,Mainz,Borussia Mönchengladbach,,,scheduled,2026-09-02 13:59:05.928401+00:00
bundesliga,2627,2027-02-13 20:00:00,RB Leipzig,Bayer Leverkusen,,,scheduled,2026-09-02 13:59:05.928401+00:00
bundesliga,2627,2027-02-13 20:00:00,SC Freiburg,Eintracht Frankfurt,,,scheduled,2026-09-02 13:59:05.928401+00:00
bundesliga,2627,2027-02-13 20:00:00,SV Elversberg,Schalke 04,,,scheduled,2026-09-02 13:59:05.928401+00:00
bundesliga,2627,2027-02-13 20:00:00,TSG Hoffenheim,SC Paderborn 07,,,scheduled,2026-09-02 13:59:05.928401+00:00
bundesliga,2627,2027-02-20 20:00:00,Bayer Leverkusen,Mainz,,,scheduled,2026-09-02 13:59:05.928401+00:00
bundesliga,2627,2027-02-20 20:00:00,Bayern Munich,FC Augsburg,,,scheduled,2026-09-02 13:59:05.928401+00:00
bundesliga,2627,2027-02-20 20:00:00,Borussia Mönchengladbach,FC Cologne,,,scheduled,2026-09-02 13:59:05.928401+00:00
bundesliga,2627,2027-02-20 20:00:00,Eintracht Frankfurt,RB Leipzig,,,scheduled,2026-09-02 13:59:05.928401+00:00
bundesliga,2627,2027-02-20 20:00:00,Hamburg SV,TSG Hoffenheim,,,scheduled,2026-09-02 13:59:05.928401+00:00
bundesliga,2627,2027-02-20 20:00:00,SV Elversberg,1. FC Union Berlin,,,scheduled,2026-09-02 13:59:05.928401+00:00
bundesliga,2627,2027-02-20 20:00:00,Schalke 04,SC Freiburg,,,scheduled,2026-09-02 13:59:05.928401+00:00
bundesliga,2627,2027-02-20 20:00:00,VfB Stuttgart,SC Paderborn 07,,,scheduled,2026-09-02 13:59:05.928401+00:00
bundesliga,2627,2027-02-20 20:00:00,Werder Bremen,Borussia Dortmund,,,scheduled,2026-09-02 13:59:05.928401+00:00
bundesliga,2627,2027-02-27 20:00:00,Borussia Dortmund,1. FC Union Berlin,,,scheduled,2026-09-02 13:59:05.928401+00:00
bundesliga,2627,2027-02-27 20:00:00,FC Augsburg,SV Elversberg,,,scheduled,2026-09-02 13:59:05.928401+00:00
bundesliga,2627,2027-02-27 20:00:00,FC Cologne,Eintracht Frankfurt,,,scheduled,2026-09-02 13:59:05.928401+00:00
bundesliga,2627,2027-02-27 20:00:00,Mainz,Schalke 04,,,scheduled,2026-09-02 13:59:05.928401+00:00
bundesliga,2627,2027-02-27 20:00:00,RB Leipzig,Bayern Munich,,,scheduled,2026-09-02 13:59:05.928401+00:00
bundesliga,2627,2027-02-27 20:00:00,SC Freiburg,Bayer Leverkusen,,,scheduled,2026-09-02 13:59:05.928401+00:00
bundesliga,2627,2027-02-27 20:00:00,SC Paderborn 07,Werder Bremen,,,scheduled,2026-09-02 13:59:05.928401+00:00
bundesliga,2627,2027-02-27 20:00:00,TSG Hoffenheim,Borussia Mönchengladbach,,,scheduled,2026-09-02 13:59:05.928401+00:00
bundesliga,2627,2027-02-27 20:00:00,VfB Stuttgart,Hamburg SV,,,scheduled,2026-09-02 13:59:05.928401+00:00
