league,season,date,home_team,away_team,home_goals,away_goals,status,source_updated_at
bundesliga,2324,2023-08-18,Werder Bremen,Bayern Munich,0,4,played,2026-08-27 22:28:20.225888+00:00
bundesliga,2324,2023-08-19,Augsburg,Borussia Monchengladbach,4,4,played,2026-08-27 22:28:20.225888+00:00
bundesliga,2324,2023-08-19,Hoffenheim,Freiburg,1,2,played,2026-08-27 22:28:20.225888+00:00
bundesliga,2324,2023-08-19,Bayer Leverkusen,RB Leipzig,3,2,played,2026-08-27 22:28:20.225888+00:00
bundesliga,2324,2023-08-19,Stuttgart,Bochum,5,0,played,2026-08-27 22:28:20.225888+00:00
bundesliga,2324,2023-08-19,Wolfsburg,Heidenheim,2,0,played,2026-08-27 22:28:20.225888+00:00
bundesliga,2324,2023-08-19,Borussia Dortmund,FC Cologne,1,0,played,2026-08-27 22:28:20.225888+00:00
bundesliga,2324,2023-08-20,Union Berlin,Mainz,4,1,played,2026-08-27 22:28:20.225888+00:00
bundesliga,2324,2023-08-20,Eintracht Frankfurt,Darmstadt,1,0,played,2026-08-27 22:28:20.225888+00:00
bundesliga,2324,2023-08-25,RB Leipzig,Stuttgart,5,1,played,2026-08-27 22:28:20.225888+00:00
bundesliga,2324,2023-08-26,Bochum,Borussia Dortmund,1,1,played,2026-08-27 22:28:20.225888+00:00
bundesliga,2324,2023-08-26,Darmstadt,Union Berlin,1,4,played,2026-08-27 22:28:20.225888+00:00
bundesliga,2324,2023-08-26,FC Cologne,Wolfsburg,1,2,played,2026-08-27 22:28:20.225888+00:00
bundesliga,2324,2023-08-26,Freiburg,Werder Bremen,1,0,played,2026-08-27 22:28:20.225888+00:00
bundesliga,2324,2023-08-26,Heidenheim,Hoffenheim,2,3,played,2026-08-27 22:28:20.225888+00:00
bundesliga,2324,2023-08-26,Borussia Monchengladbach,Bayer Leverkusen,0,3,played,2026-08-27 22:28:20.225888+00:00
bundesliga,2324,2023-08-27,Mainz,Eintracht Frankfurt,1,1,played,2026-08-27 22:28:20.225888+00:00
bundesliga,2324,2023-08-27,Bayern Munich,Augsburg,3,1,played,2026-08-27 22:28:20.225888+00:00
bundesliga,2324,2023-09-01,Borussia Dortmund,Heidenheim,2,2,played,2026-08-27 22:28:20.225888+00:00
bundesliga,2324,2023-09-02,Augsburg,Bochum,2,2,played,2026-08-27 22:28:20.225888+00:00
bundesliga,2324,2023-09-02,Hoffenheim,Wolfsburg,3,1,played,2026-08-27 22:28:20.225888+00:00
bundesliga,2324,2023-09-02,Bayer Leverkusen,Darmstadt,5,1,played,2026-08-27 22:28:20.225888+00:00
bundesliga,2324,2023-09-02,Stuttgart,Freiburg,5,0,played,2026-08-27 22:28:20.225888+00:00
bundesliga,2324,2023-09-02,Werder Bremen,Mainz,4,0,played,2026-08-27 22:28:20.225888+00:00
bundesliga,2324,2023-09-02,Borussia Monchengladbach,Bayern Munich,1,2,played,2026-08-27 22:28:20.225888+00:00
bundesliga,2324,2023-09-03,Eintracht Frankfurt,FC Cologne,1,1,played,2026-08-27 22:28:20.225888+00:00
bundesliga,2324,2023-09-03,Union Berlin,RB Leipzig,0,3,played,2026-08-27 22:28:20.225888+00:00
bundesliga,2324,2023-09-15,Bayern Munich,Bayer Leverkusen,2,2,played,2026-08-27 22:28:20.225888+00:00
bundesliga,2324,2023-09-16,FC Cologne,Hoffenheim,1,3,played,2026-08-27 22:28:20.225888+00:00
bundesliga,2324,2023-09-16,Freiburg,Borussia Dortmund,2,4,played,2026-08-27 22:28:20.225888+00:00
bundesliga,2324,2023-09-16,Mainz,Stuttgart,1,3,played,2026-08-27 22:28:20.225888+00:00
bundesliga,2324,2023-09-16,RB Leipzig,Augsburg,3,0,played,2026-08-27 22:28:20.225888+00:00
bundesliga,2324,2023-09-16,Wolfsburg,Union Berlin,2,1,played,2026-08-27 22:28:20.225888+00:00
bundesliga,2324,2023-09-16,Bochum,Eintracht Frankfurt,1,1,played,2026-08-27 22:28:20.225888+00:00
bundesliga,2324,2023-09-17,Heidenheim,Werder Bremen,4,2,played,2026-08-27 22:28:20.225888+00:00
bundesliga,2324,2023-09-17,Darmstadt,Borussia Monchengladbach,3,3,played,2026-08-27 22:28:20.225888+00:00
bundesliga,2324,2023-09-22,Stuttgart,Darmstadt,3,1,played,2026-08-27 22:28:20.225888+00:00
bundesliga,2324,2023-09-23,Augsburg,Mainz,2,1,played,2026-08-27 22:28:20.225888+00:00
bundesliga,2324,2023-09-23,Bayern Munich,Bochum,7,0,played,2026-08-27 22:28:20.225888+00:00
bundesliga,2324,2023-09-23,Borussia Dortmund,Wolfsburg,1,0,played,2026-08-27 22:28:20.225888+00:00
bundesliga,2324,2023-09-23,Borussia Monchengladbach,RB Leipzig,0,1,played,2026-08-27 22:28:20.225888+00:00
bundesliga,2324,2023-09-23,Union Berlin,Hoffenheim,0,2,played,2026-08-27 22:28:20.225888+00:00
bundesliga,2324,2023-09-23,Werder Bremen,FC Cologne,2,1,played,2026-08-27 22:28:20.225888+00:00
bundesliga,2324,2023-09-24,Bayer Leverkusen,Heidenheim,4,1,played,2026-08-27 22:28:20.225888+00:00
bundesliga,2324,2023-09-24,Eintracht Frankfurt,Freiburg,0,0,played,2026-08-27 22:28:20.225888+00:00
bundesliga,2324,2023-09-29,Hoffenheim,Borussia Dortmund,1,3,played,2026-08-27 22:28:20.225888+00:00
bundesliga,2324,2023-09-30,Bochum,Borussia Monchengladbach,1,3,played,2026-08-27 22:28:20.225888+00:00
bundesliga,2324,2023-09-30,FC Cologne,Stuttgart,0,2,played,2026-08-27 22:28:20.225888+00:00
bundesliga,2324,2023-09-30,Heidenheim,Union Berlin,1,0,played,2026-08-27 22:28:20.225888+00:00
bundesliga,2324,2023-09-30,Mainz,Bayer Leverkusen,0,3,played,2026-08-27 22:28:20.225888+00:00
bundesliga,2324,2023-09-30,Wolfsburg,Eintracht Frankfurt,2,0,played,2026-08-27 22:28:20.225888+00:00
bundesliga,2324,2023-09-30,RB Leipzig,Bayern Munich,2,2,played,2026-08-27 22:28:20.225888+00:00
bundesliga,2324,2023-10-01,Darmstadt,Werder Bremen,4,2,played,2026-08-27 22:28:20.225888+00:00
bundesliga,2324,2023-10-01,Freiburg,Augsburg,2,0,played,2026-08-27 22:28:20.225888+00:00
bundesliga,2324,2023-10-06,Borussia Monchengladbach,Mainz,2,2,played,2026-08-27 22:28:20.225888+00:00
bundesliga,2324,2023-10-07,Augsburg,Darmstadt,1,2,played,2026-08-27 22:28:20.225888+00:00
bundesliga,2324,2023-10-07,Borussia Dortmund,Union Berlin,4,2,played,2026-08-27 22:28:20.225888+00:00
bundesliga,2324,2023-10-07,RB Leipzig,Bochum,0,0,played,2026-08-27 22:28:20.225888+00:00
