league,season,date,home_team,away_team,home_goals,away_goals,status,source_updated_at
serie_a,2526,2025-08-23,Genoa,Lecce,0,0,played,2026-08-27 22:28:09.293821+00:00
serie_a,2526,2025-08-23,Sassuolo,Napoli,0,2,played,2026-08-27 22:28:09.293821+00:00
serie_a,2526,2025-08-23,Milan,Cremonese,1,2,played,2026-08-27 22:28:09.293821+00:00
serie_a,2526,2025-08-23,Roma,Bologna,1,0,played,2026-08-27 22:28:09.293821+00:00
serie_a,2526,2025-08-24,Cagliari,Fiorentina,1,1,played,2026-08-27 22:28:09.293821+00:00
serie_a,2526,2025-08-24,Como,Lazio,2,0,played,2026-08-27 22:28:09.293821+00:00
serie_a,2526,2025-08-24,Atalanta,Pisa,1,1,played,2026-08-27 22:28:09.293821+00:00
serie_a,2526,2025-08-24,Juventus,Parma,2,0,played,2026-08-27 22:28:09.293821+00:00
serie_a,2526,2025-08-25,Udinese,Verona,1,1,played,2026-08-27 22:28:09.293821+00:00
serie_a,2526,2025-08-25,Inter,Torino,5,0,played,2026-08-27 22:28:09.293821+00:00
serie_a,2526,2025-08-29,Cremonese,Sassuolo,3,2,played,2026-08-27 22:28:09.293821+00:00
serie_a,2526,2025-08-29,Lecce,Milan,0,2,played,2026-08-27 22:28:09.293821+00:00
serie_a,2526,2025-08-30,Bologna,Como,1,0,played,2026-08-27 22:28:09.293821+00:00
serie_a,2526,2025-08-30,Parma,Atalanta,1,1,played,2026-08-27 22:28:09.293821+00:00
serie_a,2526,2025-08-30,Napoli,Cagliari,1,0,played,2026-08-27 22:28:09.293821+00:00
serie_a,2526,2025-08-30,Pisa,Roma,0,1,played,2026-08-27 22:28:09.293821+00:00
serie_a,2526,2025-08-31,Genoa,Juventus,0,1,played,2026-08-27 22:28:09.293821+00:00
serie_a,2526,2025-08-31,Torino,Fiorentina,0,0,played,2026-08-27 22:28:09.293821+00:00
serie_a,2526,2025-08-31,Inter,Udinese,1,2,played,2026-08-27 22:28:09.293821+00:00
serie_a,2526,2025-08-31,Lazio,Verona,4,0,played,2026-08-27 22:28:09.293821+00:00
serie_a,2526,2025-09-13,Cagliari,Parma,2,0,played,2026-08-27 22:28:09.293821+00:00
serie_a,2526,2025-09-13,Juventus,Inter,4,3,played,2026-08-27 22:28:09.293821+00:00
serie_a,2526,2025-09-13,Fiorentina,Napoli,1,3,played,2026-08-27 22:28:09.293821+00:00
serie_a,2526,2025-09-14,Roma,Torino,0,1,played,2026-08-27 22:28:09.293821+00:00
serie_a,2526,2025-09-14,Atalanta,Lecce,4,1,played,2026-08-27 22:28:09.293821+00:00
serie_a,2526,2025-09-14,Pisa,Udinese,0,1,played,2026-08-27 22:28:09.293821+00:00
serie_a,2526,2025-09-14,Sassuolo,Lazio,1,0,played,2026-08-27 22:28:09.293821+00:00
serie_a,2526,2025-09-14,Milan,Bologna,1,0,played,2026-08-27 22:28:09.293821+00:00
serie_a,2526,2025-09-15,Verona,Cremonese,0,0,played,2026-08-27 22:28:09.293821+00:00
serie_a,2526,2025-09-15,Como,Genoa,1,1,played,2026-08-27 22:28:09.293821+00:00
serie_a,2526,2025-09-19,Lecce,Cagliari,1,2,played,2026-08-27 22:28:09.293821+00:00
serie_a,2526,2025-09-20,Bologna,Genoa,2,1,played,2026-08-27 22:28:09.293821+00:00
serie_a,2526,2025-09-20,Verona,Juventus,1,1,played,2026-08-27 22:28:09.293821+00:00
serie_a,2526,2025-09-20,Udinese,Milan,0,3,played,2026-08-27 22:28:09.293821+00:00
serie_a,2526,2025-09-21,Lazio,Roma,0,1,played,2026-08-27 22:28:09.293821+00:00
serie_a,2526,2025-09-21,Cremonese,Parma,0,0,played,2026-08-27 22:28:09.293821+00:00
serie_a,2526,2025-09-21,Torino,Atalanta,0,3,played,2026-08-27 22:28:09.293821+00:00
serie_a,2526,2025-09-21,Fiorentina,Como,1,2,played,2026-08-27 22:28:09.293821+00:00
serie_a,2526,2025-09-21,Inter,Sassuolo,2,1,played,2026-08-27 22:28:09.293821+00:00
serie_a,2526,2025-09-22,Napoli,Pisa,3,2,played,2026-08-27 22:28:09.293821+00:00
serie_a,2526,2025-09-27,Como,Cremonese,1,1,played,2026-08-27 22:28:09.293821+00:00
serie_a,2526,2025-09-27,Juventus,Atalanta,1,1,played,2026-08-27 22:28:09.293821+00:00
serie_a,2526,2025-09-27,Cagliari,Inter,0,2,played,2026-08-27 22:28:09.293821+00:00
serie_a,2526,2025-09-28,Sassuolo,Udinese,3,1,played,2026-08-27 22:28:09.293821+00:00
serie_a,2526,2025-09-28,Pisa,Fiorentina,0,0,played,2026-08-27 22:28:09.293821+00:00
serie_a,2526,2025-09-28,Roma,Verona,2,0,played,2026-08-27 22:28:09.293821+00:00
serie_a,2526,2025-09-28,Lecce,Bologna,2,2,played,2026-08-27 22:28:09.293821+00:00
serie_a,2526,2025-09-28,Milan,Napoli,2,1,played,2026-08-27 22:28:09.293821+00:00
serie_a,2526,2025-09-29,Parma,Torino,2,1,played,2026-08-27 22:28:09.293821+00:00
serie_a,2526,2025-09-29,Genoa,Lazio,0,3,played,2026-08-27 22:28:09.293821+00:00
serie_a,2526,2025-10-03,Verona,Sassuolo,0,1,played,2026-08-27 22:28:09.293821+00:00
serie_a,2526,2025-10-04,Lazio,Torino,3,3,played,2026-08-27 22:28:09.293821+00:00
serie_a,2526,2025-10-04,Parma,Lecce,0,1,played,2026-08-27 22:28:09.293821+00:00
