league,season,date,home_team,away_team,home_goals,away_goals,status,source_updated_at
ligue_1,2526,2025-08-15,Rennes,Olympique Marseille,1,0,played,2026-08-27 22:28:13.471176+00:00
ligue_1,2526,2025-08-16,Lens,Olympique Lyonnais,0,1,played,2026-08-27 22:28:13.471176+00:00
ligue_1,2526,2025-08-16,Monaco,Le Havre,3,1,played,2026-08-27 22:28:13.471176+00:00
ligue_1,2526,2025-08-16,Nice,Toulouse,0,1,played,2026-08-27 22:28:13.471176+00:00
ligue_1,2526,2025-08-17,Brest,Lille,3,3,played,2026-08-27 22:28:13.471176+00:00
ligue_1,2526,2025-08-17,Angers,Paris FC,1,0,played,2026-08-27 22:28:13.471176+00:00
ligue_1,2526,2025-08-17,Auxerre,Lorient,1,0,played,2026-08-27 22:28:13.471176+00:00
ligue_1,2526,2025-08-17,Metz,Strasbourg,0,1,played,2026-08-27 22:28:13.471176+00:00
ligue_1,2526,2025-08-17,Nantes,Paris Saint-Germain,0,1,played,2026-08-27 22:28:13.471176+00:00
ligue_1,2526,2025-08-22,Paris Saint-Germain,Angers,1,0,played,2026-08-27 22:28:13.471176+00:00
ligue_1,2526,2025-08-23,Olympique Marseille,Paris FC,5,2,played,2026-08-27 22:28:13.471176+00:00
ligue_1,2526,2025-08-23,Nice,Auxerre,3,1,played,2026-08-27 22:28:13.471176+00:00
ligue_1,2526,2025-08-23,Olympique Lyonnais,Metz,3,0,played,2026-08-27 22:28:13.471176+00:00
ligue_1,2526,2025-08-24,Lorient,Rennes,4,0,played,2026-08-27 22:28:13.471176+00:00
ligue_1,2526,2025-08-24,Le Havre,Lens,1,2,played,2026-08-27 22:28:13.471176+00:00
ligue_1,2526,2025-08-24,Strasbourg,Nantes,1,0,played,2026-08-27 22:28:13.471176+00:00
ligue_1,2526,2025-08-24,Toulouse,Brest,2,0,played,2026-08-27 22:28:13.471176+00:00
ligue_1,2526,2025-08-24,Lille,Monaco,1,0,played,2026-08-27 22:28:13.471176+00:00
ligue_1,2526,2025-08-29,Lens,Brest,3,1,played,2026-08-27 22:28:13.471176+00:00
ligue_1,2526,2025-08-30,Lorient,Lille,1,7,played,2026-08-27 22:28:13.471176+00:00
ligue_1,2526,2025-08-30,Nantes,Auxerre,1,0,played,2026-08-27 22:28:13.471176+00:00
ligue_1,2526,2025-08-30,Toulouse,Paris Saint-Germain,3,6,played,2026-08-27 22:28:13.471176+00:00
ligue_1,2526,2025-08-31,Angers,Rennes,1,1,played,2026-08-27 22:28:13.471176+00:00
ligue_1,2526,2025-08-31,Le Havre,Nice,3,1,played,2026-08-27 22:28:13.471176+00:00
ligue_1,2526,2025-08-31,Monaco,Strasbourg,3,2,played,2026-08-27 22:28:13.471176+00:00
ligue_1,2526,2025-08-31,Paris FC,Metz,3,2,played,2026-08-27 22:28:13.471176+00:00
ligue_1,2526,2025-08-31,Olympique Lyonnais,Olympique Marseille,1,0,played,2026-08-27 22:28:13.471176+00:00
ligue_1,2526,2025-09-12,Olympique Marseille,Lorient,4,0,played,2026-08-27 22:28:13.471176+00:00
ligue_1,2526,2025-09-13,Nice,Nantes,1,0,played,2026-08-27 22:28:13.471176+00:00
ligue_1,2526,2025-09-13,Auxerre,Monaco,1,2,played,2026-08-27 22:28:13.471176+00:00
ligue_1,2526,2025-09-14,Lille,Toulouse,2,1,played,2026-08-27 22:28:13.471176+00:00
ligue_1,2526,2025-09-14,Brest,Paris FC,1,2,played,2026-08-27 22:28:13.471176+00:00
ligue_1,2526,2025-09-14,Metz,Angers,1,1,played,2026-08-27 22:28:13.471176+00:00
ligue_1,2526,2025-09-14,Paris Saint-Germain,Lens,2,0,played,2026-08-27 22:28:13.471176+00:00
ligue_1,2526,2025-09-14,Strasbourg,Le Havre,1,0,played,2026-08-27 22:28:13.471176+00:00
ligue_1,2526,2025-09-14,Rennes,Olympique Lyonnais,3,1,played,2026-08-27 22:28:13.471176+00:00
ligue_1,2526,2025-09-19,Olympique Lyonnais,Angers,1,0,played,2026-08-27 22:28:13.471176+00:00
ligue_1,2526,2025-09-20,Nantes,Rennes,2,2,played,2026-08-27 22:28:13.471176+00:00
ligue_1,2526,2025-09-20,Brest,Nice,4,1,played,2026-08-27 22:28:13.471176+00:00
ligue_1,2526,2025-09-20,Lens,Lille,3,0,played,2026-08-27 22:28:13.471176+00:00
ligue_1,2526,2025-09-21,Paris FC,Strasbourg,2,3,played,2026-08-27 22:28:13.471176+00:00
ligue_1,2526,2025-09-21,Auxerre,Toulouse,1,0,played,2026-08-27 22:28:13.471176+00:00
ligue_1,2526,2025-09-21,Le Havre,Lorient,1,1,played,2026-08-27 22:28:13.471176+00:00
ligue_1,2526,2025-09-21,Monaco,Metz,5,2,played,2026-08-27 22:28:13.471176+00:00
ligue_1,2526,2025-09-22,Olympique Marseille,Paris Saint-Germain,1,0,played,2026-08-27 22:28:13.471176+00:00
ligue_1,2526,2025-09-26,Strasbourg,Olympique Marseille,1,2,played,2026-08-27 22:28:13.471176+00:00
ligue_1,2526,2025-09-27,Lorient,Monaco,3,1,played,2026-08-27 22:28:13.471176+00:00
ligue_1,2526,2025-09-27,Toulouse,Nantes,2,2,played,2026-08-27 22:28:13.471176+00:00
ligue_1,2526,2025-09-27,Paris Saint-Germain,Auxerre,2,0,played,2026-08-27 22:28:13.471176+00:00
ligue_1,2526,2025-09-28,Nice,Paris FC,1,1,played,2026-08-27 22:28:13.471176+00:00
ligue_1,2526,2025-09-28,Angers,Brest,0,2,played,2026-08-27 22:28:13.471176+00:00
ligue_1,2526,2025-09-28,Lille,Olympique Lyonnais,0,1,played,2026-08-27 22:28:13.471176+00:00
ligue_1,2526,2025-09-28,Metz,Le Havre,0,0,played,2026-08-27 22:28:13.471176+00:00
ligue_1,2526,2025-09-28,Rennes,Lens,0,0,played,2026-08-27 22:28:13.471176+00:00
ligue_1,2526,2025-10-03,Paris FC,Lorient,2,0,played,2026-08-27 22:28:13.471176+00:00
ligue_1,2526,2025-10-04,Metz,Olympique Marseille,0,3,played,2026-08-27 22:28:13.471176+00:00
ligue_1,2526,2025-10-04,Brest,Nantes,0,0,played,2026-08-27 22:28:13.471176+00:00
ligue_1,2526,2025-10-04,Auxerre,Lens,1,2,played,2026-08-27 22:28:13.471176+00:00
ligue_1,2526,2025-10-05,Olympique Lyonnais,Toulouse,1,2,played,2026-08-27 22:28:13.471176+00:00
ligue_1,2526,2025-10-05,Le Havre,Rennes,2,2,played,2026-08-27 22:28:13.471176+00:00
ligue_1,2526,2025-10-05,Monaco,Nice,2,2,played,2026-08-27 22:28:13.471176+00:00
ligue_1,2526,2025-10-05,Strasbourg,Angers,5,0,played,2026-08-27 22:28:13.471176+00:00
